名称,地址,城市,电话
鲸羽电竞馆,吉林省白城市洮北区斯巴达电竞城二楼,白城,
焦点电竞网咖,白城市洮北区新兴路锦绣华府(长庆南街),白城,
E·sports电竞馆,白城市洮北区胜利西路联通家园东南侧约70米,白城,
鑫战电竞馆,白城市洮北区胜利西路联通家园东南侧约70米,白城,13943670323
斯巴达电竞(师院小区店),中兴西大路78号楼10号门市二楼（师范学院斜对面，赵小五炸鸡东侧二楼）,白城,13384366662
曼城电竞馆,白城市洮北区新兴路锦绣华府(长庆南街),白城,15843685313
天空之城(海明西路店),海明西路与瑞光南街交叉口东北40米,白城,13354366913/15944698529
锦东电竞万兆桌面体验店,白城市洮北区新华东大路锦绣华府(长庆南街),白城,
鲸羽电竞,白城市洮北区中兴西大路三亚馨园西北侧约230米,白城,
电竞馆,白城市洮北区新兴路锦绣华府(长庆南街),白城,
游时光游戏主题馆,光明胡同8号楼3单元一楼西,白城,
喜多多潮玩街区游乐场,白城市洮安东路80号百花商场内一层东侧1-10号,白城,
阳光主题网吧,文昌路16号,甘孜州,0836-2879688
番物语主机游戏体验店,四川省甘孜藏族自治州康定市炉城镇东大街148号附1号2栋附201号,甘孜州,19108360524
电竞头等舱网咖(雅江店),甘孜藏族自治州雅江县商业步行街20号,甘孜州,13558515052
玲雯电竞馆,甘孜藏族自治州康定市S211(旧)四川民族学院(B校区)西北侧约30米,甘孜州,
嘉年华网咖,商业街31号(文化馆),甘孜州,
喷射器电竞网吧,四川省甘孜藏族自治州巴塘县安康大道225号,甘孜州,19809817443
金马缘网咖,金马大道东路9号色达义盟酒店3层,甘孜州,
857电竞网咖,甘孜藏族自治州稻城县亚丁路三段格桑啦大酒店,甘孜州,
DF电竞馆,甘孜藏族自治州道孚县鲜水西路道孚一中-道孚县二完小东南侧约160米,甘孜州,
方舟电竞,甘孜藏族自治州德格县茶马上街德格汽车站北侧约110米,甘孜州,18283665780
黑曼巴电竞馆,尼傲路与腊子口街交叉口南80米,甘南州,
塞博电竞网咖,甘肃省甘南藏族自治州合作市当周街81号,甘南州,19894001811
柚子网咖,甘南藏族自治州合作市怡安家园B区11号楼2层,甘南州,
奥树电竞馆,甘肃省甘南藏族自治州合作市腾志街83号,甘南州,13893988899
外星人电竞(西大街店),甘南藏族自治州临潭县西大街城关六小东南侧约150米,甘南州,13909411194
星迈电竞,甘肃省甘南藏族自治州卓尼县中医院木耳街159号,甘南州,13893989192
熊猫电竞,甘南藏族自治州夏河县扎西奇街夏河公用型汽车站西南侧约100米,甘南州,
悟空电竞馆,甘南藏族自治州夏河县扎西奇街吉祥花园-一区东侧约40米,甘南州,
晴天电竞馆,甘肃省甘南藏族自治州合作市玛曲东路110号,甘南州,18794000062
蓝色电竞网吧,教育路14号二楼,琼海,18889701235
小鱼网咖休闲会所(乃庆坊店),春晖商住区乃庆坊二楼,琼海,19589736305
乐特·赛文电竞馆(嘉积店),爱华东路180号（现为白玉兰酒店一楼）,琼海,13976396066
翔宇网吧(德海东路店),德海东路华升花园北门旁,琼海,18907691230
逗号电竞(众爱店),海南省琼海市爱华路玉榔大厦二楼,琼海,19989159021
欧虾电竞,银海路123号欧虾电竞,琼海,18664773327
逗号电竞(众欢店),嘉积镇兴海北路43号华林大厦2楼,琼海,18976560024
逗号电竞(众想店),爱海南路琼海商业步行街1号商业楼02号铺面,琼海,18976560024
潮范儿电玩(广百家店),琼海市嘉积镇东风路6号宝真广场广百家一楼,琼海,
亿赛电竞网咖,大元路3号,琼海,13215733397
乐特电竞馆(金海店),金海路166号,琼海,13976396066
奇霸网吧,爱华东路西段222号,琼海,18289660013
166主题网咖,嘉积镇爱华路166号,琼海,13379990018
偶予电玩(环球春天广场店),东风路汽车站环球春天广场,琼海,13986700997
因特电竞馆,海南省琼海市中原镇中兴南路78号,琼海,17608963211
超时空网吧(元亨街店),元亨街63号国儒大厦F2层,琼海,
80电竞馆,海南省琼海市爱华路181号,琼海,0898-62822722
金泉电玩城,琼海市振海路琼海·海桂坊西南侧约30米,琼海,
战神网咖(椰林街店),潭门镇加潭街29号旺角楼,琼海,18976819463
五黑电竞茶吧,海南省琼海市嘉积镇富海路42号,琼海,
帕利剧本杀·电玩桌游店,海南省琼海市嘉积镇爱华路68,琼海,
宜博电竞馆(椰林街店),海南省琼海市潭门镇加潭街29号旺角楼,琼海,18976819463
网尚网咖(东风路店),海南省琼海市东风路64号,琼海,
云逸宝游戏厅(中视影城步行街店),琼海市爱海南路商业步行街7号裙楼3楼中视影城休息区前台旁,琼海,
芭比龙电竞,海南省琼中黎族苗族自治县阳江农场嘉园路27号、29号二楼,琼中,17789882099
宜博电竞馆(睿康佳园店),海南省琼中黎族苗族自治县兴教路睿康佳园45号商铺,琼中,
尚品竞技网咖店,兴教路睿康佳园2526号,琼中,
星空电竞网咖,琼中黎族苗族自治县国兴五横路琼中壹号广场,琼中,
梦工场电竞(岭南路店),岭南路55号迅发苑,珠海,13411352362
网鱼网咖·电竞(珠海宝龙城店),高新宝龙广场,珠海,18590140772
网鱼网咖·电竞(珠海翠前北路店),翠前北路西海花园商铺2楼,珠海,15307566288
飞速网吧(丹田大厦店),景莲街1号丹田大厦2层,珠海,0756-3333186
网鱼网咖·电竞(珠海香华路店),香华路429号之一,珠海,18948157553
网鱼网咖·电竞(珠海五洲花城店),银桦路188号,珠海,13322877970
K-ONE电竞(十字门店),中环街142号中环时代广场2楼204号商铺,珠海,13232219884
网鱼网咖·电竞(珠海拱北口岸店),粤华路152号新市花园23栋1层13号商铺,珠海,18926931529
登峰电竞网咖,广东省珠海市斗门区井岸镇西埔市场二期商务酒店一层之一,珠海,
魔兔电竞(明珠路店),广东省珠海市香洲区明珠南路1090号,珠海,18377591744
横好玩潮玩游戏空间(珠海高新宝龙广场店),金峰北路88号宝龙广场四层L4-020商铺,珠海,0756-8856025
YY台球电竞棋牌俱乐部,金峰中路155号,珠海,15323634889
云逸宝摇杆游戏机(横店电影城珠海高新宝龙店),唐家湾镇金峰北路88号宝龙广场4楼横店电影城内大厅前台旁,珠海,
朱雀电竞,玉溪市通海县朝阳路乡村客运站北侧约80米,玉溪,13308893910
易趣电竞,龙旺湖城15幢三层3-25室,玉溪,
电竞网咖,云南省玉溪市华宁县宁州街道泉乡新城5栋4号商铺,玉溪,13312648511
天意电竞馆,李棋街道太极路万裕生态城24幢2楼,玉溪,15877951314/19387707936
艾尚电竞,万裕生态城11栋1层商铺,玉溪,0877-2777077
新天地电竞,云南省玉溪市通海县S304,玉溪,
网鱼网咖·电竞(玉溪红塔三千城店),三千城购物公园二期二楼2078(华为楼上),玉溪,18187764740
小雨网吧(元江财富广场店),元江财富广场8幢,玉溪,18087711959
米莱电竞,玉溪市峨山彝族自治县X304化念镇卫生院东北侧约280米,玉溪,
天意电竞(夕晨分店),凤凰路73号,玉溪,19387707788
花海电竞馆(斗渔店),右所十一组金鑫综合楼三楼,玉溪,
自投络网网吧,富春街16-1号,玉溪,13887713428
玉溪魔杰电竞,桂山路28号城市旺角3楼2号,玉溪,2058558
小象电竞,云南省玉溪市红塔区珊瑚路87-1号,玉溪,13388775251/13577779154
新兴电竞(尚晨街美食街店),明珠路7号,玉溪,17787713119/18608778960
天意电竞(夕晨分店),凤凰路73号,玉溪,19387707788
花狸电竞(玉溪万达店),玉兴街道聂耳社区聂耳路66号玉溪万达广场4楼4F-D,玉溪,15758178272
酷洛伊电玩PS5·Switch·Xbox,玉兴街道上村街上村2幢8号4楼,玉溪,17787713425
大冒险家(万达广场云南玉溪店),棋阳路玉溪万达广场负1层,玉溪,
即刻电竞,玉兴街道,玉溪,13308776902
即刻电竞,玉兴街道,玉溪,13308776902
金虎电竞,玉溪市江川区江通公路,玉溪,
皓悦网咖,秀山路11号,玉溪,13888873961
瑞航电竞,玉溪市红塔区山水路瑞恒大厦,玉溪,
超级星座(玉溪店),河滨路与玉江大道交叉口东南侧,玉溪,
啡鱼电竞酒店(三千城购物公园店),云南省玉溪市红塔区临岸三千城购物公园河滨路1号5层,玉溪,
芒果乐园,红塔大道95号青花街小广场旁,玉溪,0877-2080055
动力星空儿童体验中心,万达广场(聂耳路店)5楼,玉溪,
大玩家(新天地万达广场),万达广场3F-A,玉溪,15198981519
Haha游戏体验馆,小庙街三组团65号二楼,玉溪,
Haha游戏体验馆,小庙街三组团65号二楼,玉溪,
斗渔电竞馆,玉溪市红塔区右所小学路玉溪第一小学(山水校区)北侧约100米,玉溪,
无限斗(玉溪店),文化路84-5号,玉溪,15187752659/18908778232
萌乐空间,玉兴街道办事处珊瑚社区居委会人民路9号沃美影城一楼,玉溪,18122250395
快乐星球(幸福小镇),大营街幸福小镇塘堰路46号,玉溪,15108776588
云逸宝摇杆游戏机(大地院线印象影城东风路店),东风中路一号美佳华商业广场4楼印象影城内大厅前台旁,玉溪,
时尚潮玩新地标,右所五幢一号,玉溪,
雍廓电竞馆,青海省玉树藏族自治州玉树市巴莫西巷当代巷40号,玉树州,18097466565
ROG玩家国度电竞馆(治曲路店),青海省玉树藏族自治州曲麻莱县治曲路1号,玉树州,
青龙电竞,玉树藏族自治州囊谦县幸福路囊谦县藏医院北侧约250米,玉树州,
卓尔电竞,青海省玉树藏族自治州玉树市结古街道长江路,玉树州,18909761313
兀鹫电竞,玉树藏族自治州玉树市玛曲西路玉树州直属机关幼儿园西北侧约250米,玉树州,
恭影电竞,玉树藏族自治州囊谦县扎西巷,玉树州,
起航电竞,青海省玉树藏族自治州玉树市结古街道扎西大通北巷38号二楼,玉树州,0976-8629000/13619760708
TOP电竞馆,玉树藏族自治州玉树市结古朵路,玉树州,
极速雅客电竞俱乐部,青海省玉树藏族自治州杂多县萨呼腾镇杂多县汽车站西南127米,玉树州,
鼎峰电竞馆,玉树藏族自治州玉树市玛曲西路玉树州直属机关幼儿园东北侧约140米,玉树州,
电竞网咖(城西店),广西壮族自治区玉林市玉州区一环北路929号2楼,玉林,0775-2092399
尖锋电竞网咖,广场东路400-1号,玉林,19148022551
超音速电竞,城站路143-3号,玉林,
好特电玩(玉林店),玉州路130号名流商城2楼,玉林,
尖锋网咖(盛业店),教育中路386号盛业家园A5-201室,玉林,19148038629
好特电玩(北流店),城南路新天地商业中心一号楼二楼（歌比利量贩KTV旁）,玉林,0775-6216788
鼎鼎网咖(运通大厦店),人民东路110号美宜佳旁,玉林,
明星网吧(龙泉东街店),国中路与龙泉街交叉口东北150米,玉林,
亚美网吧(峨嵋街店),新兴街1号2楼,玉林,13788750785
阿木木电竞馆,教育中路里程精品酒店1楼,玉林,
玩玩乐小熊屋(玉林万达店),万达广场,玉林,
电竞网咖(苗园店),广西壮族自治区玉林市玉州区苗园路386号,玉林,0775-2091699
奇迹网吧(常乐路),民主南路69-1号,玉林,
酷友潮玩,人民东路840号一楼,玉林,
电竞网咖(东郊店),广西壮族自治区玉林市玉州区人民东路120号,玉林,0775-2082033
创网咖电竞店,民主中路128号居百惠2层,玉林,18077592191
电竞网咖(美林店),美林街328号金谷大厦二楼,玉林,0775-2660068
66电竞网咖棋牌(盘石店),二环北路1299号中鼎·公园假日国际商贸城2层267号,玉林,
星梦网咖,广西壮族自治区玉林市玉州区人民中路348号,玉林,13877529513
新点网咖台球店,城站路与江南里交叉口东50米,玉林,18802554885
神秘之境,玉东大道奥园广场三楼L31-32-33,玉林,17777550909
开拓者网咖(南兴广场店),站前路南兴广场5楼,玉林,18077592191
G-NET CAFE极网咖(玉林国际购物中心店),人民中路国际购物中心4楼英伦雅阁内,玉林,
九九电竞技网游有限公司,广西壮族自治区玉林市玉州区民主南路328-6号,玉林,
大玩家(玉林万达店),金玉路与胜利路交叉口万达广场2楼,玉林,18600509023
柏加电竞酒店(象州人民政府店),广西壮族自治区玉林市玉州区人民东路549号,玉林,
玩玩乐(金城中心店),金城中心B馆三层3001号商铺,玉林,
爱巴爱麻(玉林店),站前路南兴广场三楼,玉林,0775-2094180
穿越网咖(人民中路店),人民中路411号七路车终点站,玉林,0775-2116311
电竞网咖(万良路店),玉林市玉州区万良路香港城,玉林,
云逸宝摇杆游戏机(万达影城万达广场店),玉州区金玉路与胜利路交叉路口万达广场4楼万达影城内大厅前台旁,玉林,
七彩天空夹机站(玉林万达店),金玉路万达广场三楼,玉林,18878101013
好将电玩,玉林市玉州区玉州路大世界商住大厦西北侧约100米,玉林,
相遇网咖电竞馆(百花汇购物广场店),一环东路48号花园国际大酒店隔离百花汇购物广场F1,玉林,
人行电竞馆(百花汇购物广场店),一环东路48号花园国际大酒店隔离百花汇购物广场F1,玉林,
时幻大圣驾到,站前路150号玉林南兴广场F3,玉林,
趣玩电竞无人自助游戏馆,新民路185-1号,玉林,
百分佰电竞网咖,七星街解放路20号,牡丹江,0453-6497999
易尚电竞网吧,黑龙江省牡丹江市爱民区西祥伦街20号,牡丹江,13304536667
摩卡电竞网咖,牡丹江市宁安市通江路宁安市实验小学东侧约80米,牡丹江,
JW电竞酒店(牡丹江东四条路店),黑龙江省牡丹江市东安区东牡丹街328号,牡丹江,
杰森电竞馆(中房商住城店),西一条路与西牡丹街交叉口西南角10米,牡丹江,18714536581
光辉岁月电子竞技主题网咖(东小二条路店),长安街东小二条路脑科医院后身,牡丹江,13125935345/18714442345
泡泡网吧(西长安街店),温春镇长安街西七与西八条路之间320号(华隆二区正门对面),牡丹江,13903637761
美洲豹网吧,福民街鸿峰花园,牡丹江,15561944222
畅游网咖电子竞技广场(西七店),西七条路长安街交叉口东北角,牡丹江,17614539999
百益网吧,东五条路新安街406号,牡丹江,13604835557
熊孩子电玩帝国(时尚购物广场店),太平路时尚购物广场二楼（原汉斯烤肉）,牡丹江,0453-8718555
零点网咖(西长安街店),西长安街78号朝鲜民俗风情街,牡丹江,15645335551
上个毛线班电玩手作Club(万达店),万达华府B区8号楼124号商铺,牡丹江,17745313215
顺风网吧(解放路店),解放路53号,牡丹江,
开心网吧(西新荣街店),西新荣街146号,牡丹江,13314636234
C位电竞,西晓云街与建卫路交叉口西南80米,牡丹江,15904530683
海阔天空电竞网咖,西小一条路解放路,牡丹江,
鲸奇电竞,乜河街乌苏里路,牡丹江,
时尚电竞(卓威包厢体验馆),兴平路614号附近,牡丹江,18148977888
解忧俱乐部,黑龙江省牡丹江市东安区火炬街道南小七星街90号,牡丹江,15245302223/18604539939
鑫鼎电竞馆,曙光新城东地明街107,牡丹江,13694630898
飓风网吧(桥北店),明月路与西圣林街交叉口西北方向50米左右,牡丹江,13766650988
黑森林网咖,七星街11号,牡丹江,13504830038
撕裂者电竞馆,黑龙江省牡丹江市爱民区金龙家园22号楼102,牡丹江,18904530096
